ID,DISTRICT,UPAZILA_THANA,INST_TYPE,LEVEL_OF_INSTITUTION,EIIN,NAME_OF_INSTITUTION,ADDRESS,POST,MOBAILE,E-mail
1,DHAKA,ADABOR,COLLEGE,HIGHER SECONDARY ,133980,COLLEGE OF HUMAN DEVELOPMENT,"39, JANATA HOUSING",MOHAMMADPUR,01712203212,
2,DHAKA,ADABOR,COLLEGE,HIGHER SECONDARY ,134614,MISSION INTERNATIONAL COLLEGE,"37/UMA/1, ROAD-6, BAITUL AMAN HOUSING SOCIETY",MOHAMMADPUR,01922001134,
3,DHAKA,ADABOR,COLLEGE,HIGHER SECONDARY ,130560,QUEEN'S COLLEGE,"HOUSE 1132/C, ROAD 1/A",MOHAMMADPUR,01912486170,
4,DHAKA,BADDA,COLLEGE,MASTERS ,108031,A.K.M. RAHMAT ULLAH DEGREE COLLEGE,BORO BERAID,BARA BARAID,01725130474,
5,DHAKA,BADDA,COLLEGE,DEGREE (PASS) ,107974,DHAKA IMPERIAL COLLEGE,"35-45, AFTAB NAGAR",BADDA,01999055000,
6,DHAKA,BADDA,COLLEGE,DEGREE (PASS) ,108032,GULSHAN COLLEGE,K 45 JOAR SAHARA,KHILKHAT,01716150359,
7,DHAKA,BADDA,COLLEGE,HIGHER SECONDARY ,131904,GULSHAN COMMERCE COLLEGE,"GA-97 & GA-195  PROGOTI SARANI, MIDDLE BADDA",GULSHAN,01711980880,
8,DHAKA,BADDA,COLLEGE,HIGHER SECONDARY ,134620,HARVARD INTERNATIONAL COLLEGE,KA-39/1 KURIL BISWA ROAD,DHAKA-1229,01712960987,
9,DHAKA,BADDA,COLLEGE,HIGHER SECONDARY ,131218,KING'S COLLEGE,KA-40/2 PRAGATI SARANI,DHAKA-1229,01720557178,
10,DHAKA,BADDA,COLLEGE,HIGHER SECONDARY ,108033,MAHANAGOR COLLEGE,RAJUK PURNOBASON ALAKA 6/7 ROAD,BADDA (GULSHAN),01912757978,
11,DHAKA,BADDA,COLLEGE,HIGHER SECONDARY ,134239,MARTIN LUTHER COLLEGE,"ROAD NO # 3/A, HOUSE NO # 07, BLOCK # J, BARIDHARA",BADDA,01745952307,
12,DHAKA,BADDA,COLLEGE,HIGHER SECONDARY ,136858,MONPURA COLLEGE,"107/1, PROGATI SARONI, BADDA",BADDA,01841144222,
13,DHAKA,BADDA,COLLEGE,HIGHER SECONDARY ,136285,UDAYAN IDEAL COLLEGE,"T-134, MIDDLE BADDA, LINGKROAD",GULSHAN,01552374194,
14,DHAKA,BANGSHAL,COLLEGE,MASTERS ,108137,"SK. BORHANUDDIN COLLEGE, DHAKA","62, NAZIMUDDIN ROAD, DHAKA-1100",CHAK BAZAR,01715911022,
15,DHAKA,BANANI,COLLEGE,HIGHER SECONDARY ,134566,CROWN BUSINESS STUDIES COLLEGE,"103,MOHAKHALI",MOHAKHALI,01822889900,
16,DHAKA,BANANI,COLLEGE,MASTERS ,108035,GOVT. TITUMIR COLLEGE,GULSHAN ROAD,GULSHAN,01712436724,
17,DHAKA,BANANI,COLLEGE,DEGREE (HONORS),108036,T&T  MOHILA   COLLEGE,20 MOHAKHALI WIRELESS DHAKA,GULSHAN,01712036460,
18,DHAKA,CANTONMENT,COLLEGE,MASTERS ,107855,ADAMJEE CANTONMENT COLLEGE,DHAKA CANTT DHAKA,DHAKA CANTT.,01675405726,
19,DHAKA,CANTONMENT,COLLEGE,DEGREE (PASS) ,107857,SHAEED RAMIZUDDIN CANTONMENT COLLEGE,SHAHEED MANNAN LINE ROAD,DHAKA CANTONMENT,01712680275,
20,DHAKA,CHAK BAZAR,COLLEGE,HIGHER SECONDARY ,134596,ISLAMBAG IDEAL COLLEGE,42 O69/1ISLAMBAG,POSTA,01712863822,
21,DHAKA,CHAK BAZAR,COLLEGE,DEGREE (HONORS),108156,METROPOLIS COLLEGE,"HAJI BALLU ROAD, RAHAMATGONJ",POSTA,01557304221,
22,DHAKA,DAKSHINKHAN,COLLEGE,HIGHER SECONDARY ,134599,HAZI COLLEGE,383,ASHKONA,01792156897,
23,DHAKA,DAKSHINKHAN,COLLEGE,DEGREE (HONORS),108568,SARDAR SURUZZAMAN MOHILA COLLEGE,DAKHIN KHAN,DAKSHINKHAN,01915620493,
24,DHAKA,DAKSHINKHAN,COLLEGE,DEGREE (HONORS),108565,UTTARA ANWARA MODEL DEGREE COLLEGE,DASKHIN KHAN,DAKSHINKHAN,01550400090,
25,DHAKA,DEMRA,COLLEGE,DEGREE (HONORS),107908,DEMRA COLLEGE,KAMARGOP,DEMRA,01914496509,
26,DHAKA,DEMRA,COLLEGE,HIGHER SECONDARY ,137604,DEMRA IDEAL COLLEGE,"MOLLA TOWER, AMULIA ROAD",SARULIABAZAR,01706572842,
27,DHAKA,DEMRA,COLLEGE,DEGREE (HONORS),107911,MATUAIL HAJI ABDUL LATIF BHUIYAN COLLEGE,MATUAIL,MATUAIL,01912710157,
28,DHAKA,DEMRA,COLLEGE,HIGHER SECONDARY ,107913,RONGMALA AKBAR MHILA COLLEGE,TEBGRA ROAD,SARULIA,01977674200,
29,DHAKA,DEMRA,COLLEGE,HIGHER SECONDARY ,134213,SHARULIA IDEAL GIRLS COLLEGE,64NO. WEST BOXNAGAR,SARULIA,01924466573,
30,DHAKA,DHANMONDI,COLLEGE,MASTERS ,107975,DHAKA CITY COLLEGE,"HOUSE# 5,ROAD-2,DHANMONDI R/A",NEWMARKET,01755578006,
31,DHAKA,DHANMONDI,COLLEGE,HIGHER SECONDARY ,107979,DHAKA PRESIDENCY COLLEGE,"120 WEST DHANMONDI, ROAD- 9/A",ZIGATOLA,01914737990,
32,DHAKA,DHANMONDI,COLLEGE,HIGHER SECONDARY ,133847,DHAKA PUBLIC COLLEGE,"69/E, PANTHAPATH, GREEN ROAD, DHAKA-1205.",NEW MARKET,01718246339,
33,DHAKA,DHANMONDI,COLLEGE,MASTERS ,107972,DR. MALEKA COLLEGE,DHANMONDI,ZIKATOLA,01711059841,
34,DHAKA,DHANMONDI,COLLEGE,HIGHER SECONDARY ,134605,HOLY FLOWER MODEL COLLEGE,"42/B,SALEK ROAD(NEW ROAD)",JIGATOLA,01711960062,
35,DHAKA,DHANMONDI,COLLEGE,DEGREE (HONORS),107971,IDEAL  COLLEGE,"65, CENTRAL ROAD",NEWMARKET,01550400072,
36,DHAKA,DHANMONDI,COLLEGE,HIGHER SECONDARY ,133714,SAMOTA COLLEGE,"HOUSE# 119, ROAD# 9/A",JIGATOLA,01819423017,
37,DHAKA,DHANMONDI,COLLEGE,HIGHER SECONDARY ,107973,STAMFORD COLLEGE,"HOUSE#35/A,ROAD#9/A,DHANMONDI,DHAKA-1209",DHANMONDI,01733795758,
38,DHAKA,DHANMONDI,COLLEGE,DEGREE (HONORS),107976,UNIVERSITY WOMEN'S FEDERATION COLLEGE,"HOUSE  NO - 16 & 16/1 (NEW - 13 ) , ROAD NO-6",NEWMARKET,01747976098,
39,DHAKA,BHANSAN TEK,COLLEGE,HIGHER SECONDARY ,136841,VASHANTEK GOVT. COLLEGE,VASHANTEK  (WITHIN BRP PROJECT),DHAKA CANTONMENT,01552419948,
40,DHAKA,BHATARA,COLLEGE,HIGHER SECONDARY ,134219,QUEEN MARY COLLEGE,"K-90, PROGATI SHORNI",BADDA (KHILKHET),01750000946,
41,DHAKA,GENDARIA,COLLEGE,MASTERS ,108511,FAZLUL HOQ MOHILA COLLEGE,12 AKHYADAS LANE,FARIDABAD,01715167068,
42,DHAKA,GULSHAN,COLLEGE,HIGHER SECONDARY ,136932,GLASGOW COMMERCE COLLEGE,"KA-85/1, SHAHJADPUR, GULSHAN, DHAKA",GULSHAN,01712014058,
43,DHAKA,GULSHAN,COLLEGE,HIGHER SECONDARY ,136873,GULSHAN PUBLIC COLLEGE,"KA-43, SHAHAJADPUR PROGOTI SARONI",GULSHAN,01716588354,
44,DHAKA,HAZARIBAGH,COLLEGE,HIGHER SECONDARY ,136260,BEGUM SHEIKH FAZILATUN NESSA MUJIB GOVT. COLLEGE,HAZARIBAGH,HAZARIBAGH,01552464994,
45,DHAKA,HAZARIBAGH,COLLEGE,HIGHER SECONDARY ,134632,DHANMONDI COLLEGE,"78, HAZARIBAG,ZIGATALA,DHANMONDI",ZIGATALA,01712020643,
46,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,136276,CCER MODEL COLLEGE,"5/5, PALASHPUR, DANIA",UTTAR JATRABARI,01844165858,
47,DHAKA,JATRABARI,COLLEGE,DEGREE (PASS) ,107909,DANIA COLLEGE,DANIA,DANIA,01819214793,
48,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,137057,DHAKA CHARTERED COMMERCE COLLEGE,"01,JATRABARI",JATRABARI,01830731954,
49,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,133965,"DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,JATRABARI","DEMRA ROAD, JATRABARI, DHAKA",MATUAIL,7554355,
50,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,131457,IDEAL LABORATORY COLLEGE,"943, KAZLA, DEMRA ROAD",MATUAIL,01819195761,
51,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,134265,"METROPALITAN COLLEGE, DHAKA",329/8 SOUTH  JATRABARI,JATRABARI,01720557188,
52,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,134220,METROPOLITAN CREATIVE COLLEGE,"17, DHALPUR, JATRABARI, DHAKA",FARIDABAD,01784194262,
53,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,134610,NORTHERN UNIVERSITY LABORATORY COLLEGE,SONTEK PRODHAN SORAK,DONIA,01678418899,
54,DHAKA,JATRABARI,COLLEGE,DEGREE (HONORS),107910,R.K. CHOWDHURY COLLEGE,10/F SAIDABAD,DHAKA SADAR,01712615358,
55,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,107912,ROKEYA AHSAN COLLEGE,PARADGAR,PARADAGAR,01714015375,
56,DHAKA,JATRABARI,COLLEGE,HIGHER SECONDARY ,131759,VERSATILE MODEL COLLEGE,"MOMENBUG, H# 639",PARA DAGAR,01716279372,
57,DHAKA,KAFRUL,COLLEGE,HIGHER SECONDARY ,134578,GLORY SCHOOL AND COLLEGE,129 PASCHIM KAFRUL,SHER-E-BANGLANAGAR,01742701216,
58,DHAKA,KAFRUL,COLLEGE,HIGHER SECONDARY ,136850,NORTH WESTERN COLLEGE,"220/D,4/1,BEGUM ROCKEYA SHARONI",MOHAMMADPUR,01798663232,
59,DHAKA,KALABAGAN,COLLEGE,HIGHER SECONDARY ,132169,B.C.I COLLEGE,"103/2, GREEN ROAD, DHAKA ",TEAJGAO,01711372606,
60,DHAKA,KALABAGAN,COLLEGE,HIGHER SECONDARY ,134209,HAMDARD PUBLIC COLLEGE,"23/G/7, PANTHAPATH",KAWRANBAZAR,01817509896,
61,DHAKA,KAMRANGIR CHAR,COLLEGE,HIGHER SECONDARY ,108057,HAJI ABDUL AWAL COLLEGE,ASHRAFABAD,ASHRAFABAD,01912095754,
62,DHAKA,KHILGAON,COLLEGE,HIGHER SECONDARY ,108386,HR MEMORIAL COLLEGE,DHOKHIN BONOSREE,KHILGAON,01770315208,
63,DHAKA,KHILGAON,COLLEGE,MASTERS ,108385,KHILGAON MODEL COLLEGE,KHILGAON,KHILGAON,01714219458,
64,DHAKA,KHILGAON,COLLEGE,HIGHER SECONDARY ,132008,"KHILGOAN IDEAL  COLLEGE  ,DHAKA -1219",1412/A  KHILGOAN,KHILGOAN,01913846508,
65,DHAKA,KHILGAON,COLLEGE,HIGHER SECONDARY ,136306,NATIONAL GIRLS COLLEGE,"377-78, DAKHIN BANOSREE",KHILGAON,01819421016,
66,DHAKA,KHILGAON,COLLEGE,HIGHER SECONDARY ,136862,OXFORDIAN LABORATORY COLLEGE,"385/B, KHILGAON, DHAKA",KHILGAON,01721439263,
67,DHAKA,KHILGAON,COLLEGE,HIGHER SECONDARY ,134255,RAJDHANI IDEAL COLLEGE,"389/A, DIT ROAD, WEST RAMPURA, DHAKA-1219",KHILGAON,01712171283,
68,DHAKA,KHILGAON,COLLEGE,DEGREE (PASS) ,108034,RAMPURA EKRAMUNNESA DEGREE COLLEGE,"463 DIT. ROAD, RAMPURA, DHAKA",KHILGOAN,01517056666,
69,DHAKA,KHILKHET,COLLEGE,HIGHER SECONDARY ,131989,NIKUNJA MODEL COLLEGE,"HOUSE-12, ROAR-1/A, NIKUNJA-2",KHILKHET,01712142908,
70,DHAKA,KHILKHET,COLLEGE,HIGHER SECONDARY ,133736,RESIDENTIAL LABRATORY COLLEGE,"HOUSE#19,ROAD#3,NIKUNJA-2",KHILKHET,01715064737,
71,DHAKA,LALBAGH,COLLEGE,MASTERS ,108158,COLLEGE OF HOME ECONOMICS DHAKA,AZIMPUR ROAD,NEWMARKET,01677188629,
72,DHAKA,LALBAGH,COLLEGE,MASTERS ,108155,GOVT. BEGUM BADRUNNESSA GIRLS COLLEGE,7 NO BOKSHI BAZAR,POSTA,01552419948,
73,DHAKA,LALBAGH,COLLEGE,MASTERS ,108159,GOVT. EDEN MOHILA COLLEGE,AZIMPUR,NEWMARKET,01766924277,
74,DHAKA,MIRPUR,COLLEGE,DEGREE (PASS) ,133798,DHAKA MODEL DEGREE COLEGE,30 MAIN ROAD,MIRPUR,01682935675,
75,DHAKA,MIRPUR,COLLEGE,HIGHER SECONDARY ,137654,HOLY FAMILY PUBLIC COLLEGE,"SECTION-2, BLOCK-B,AVENUE-5,HOUSE-9/1",MIRPUR,01677394914,
76,DHAKA,MIRPUR,COLLEGE,HIGHER SECONDARY ,131971,KHAN INTERNATIONAL COLLEGE,323 SOTH PAIKPARA . KALLANPUR. NATUN BAZAR. MIRPUR,MIRPUR,01711531738,
77,DHAKA,MIRPUR,COLLEGE,MASTERS ,108206,MIRPUR UNIVERSITY COLLEGE,2- G/1 MAIN ROAD,MIRPUR-2,01816489383,
78,DHAKA,MIRPUR,COLLEGE,HIGHER SECONDARY ,134216,PRIME CITY INTERNATIONAL COLLEGE,"1248, EAST MONIPUR,MIRPUR,DHAKA-1216",MIRPUR,01977422422,
79,DHAKA,MIRPUR,COLLEGE,DEGREE (PASS) ,108212,SHEIKH FAZILATUNNESA ISLAMIC MOHILA COLLEGE,FAZILATUNNESA SOROK,MIRPUR-1216,01715962892,
80,DHAKA,MOHAMMADPUR,COLLEGE,HIGHER SECONDARY ,131919,AL - HERA COLLEGE,"5/5, GAJNABI ROAD, MOHAMMADPUR, DHAKA-1207.",MOHAMMADPUR,01715393662,
81,DHAKA,MOHAMMADPUR,COLLEGE,MASTERS ,108252,ALHAJ MOCKBUL HOSSAIN UNIVERSITY COLLEGE,PLOT-8 ROAD-1 KADARABAD HOUSING SOCIETY LIMITED,MOHAMMEDPUR,01711274741,
82,DHAKA,MOHAMMADPUR,COLLEGE,HIGHER SECONDARY ,134564,DAFFODIL INTERNATIONAL COLLEGE,"3/3 BLOCK A,LALMATIA",MOHAMMADPUR,01713493170,
83,DHAKA,MOHAMMADPUR,COLLEGE,DEGREE (HONORS),107981,DHAKA  STATE  COLLEGE,NUR JAHAN  ROAD,MOHAMMADPUR,01553651125,
84,DHAKA,MOHAMMADPUR,COLLEGE,HIGHER SECONDARY ,134635,DHAKA EDINBURGH INTERNATIONAL COLLEGE,"37/1,A, BLOCK-F,ZAHURI, MOHOLLA, MOHAMMADPUR,DHAKA",MOHAMMADPUR,01712832534,
85,DHAKA,MOHAMMADPUR,COLLEGE,HIGHER SECONDARY ,137590,DHAKA UDYAN GOVT. COLLEGE,"BLOCK-B, ROAD-3, HOLDING-19",MOHAMMADPUR,01715955009,
86,DHAKA,MOHAMMADPUR,COLLEGE,MASTERS ,108249,GOVT'  MUSIC COLLEGE,AGARGAON,AGARGAON,01715025599,
87,DHAKA,MOHAMMADPUR,COLLEGE,MASTERS ,108251,LALMATTA MOHILA COLLEGE,BLOCK B LALMATIA,MOHAMMADPUR,01713006815,
88,DHAKA,MOHAMMADPUR,COLLEGE,HIGHER SECONDARY ,130583,LAUREL INTERNATIONAL COLLEGE,"32/1/4/2,SULTANGONG,RAYERBAZAR,MOHAMMADPUR,DHAKA-1",MOHAMMADPUR,01711231397,
89,DHAKA,MOHAMMADPUR,COLLEGE,HIGHER SECONDARY ,132162,MOHAMMADPUR GOVT. COLLEGE,"SATMOSJID ROAD,MOHAMMADPUR",MOHAMMADPUR,01911351037,
90,DHAKA,MOHAMMADPUR,COLLEGE,MASTERS ,108254,MOHAMMADPUR KENDRIYA  COLLEGE,NURJAHAN ROAD,MOHAMMADPUR,029110614,
91,DHAKA,MOHAMMADPUR,COLLEGE,DEGREE (HONORS),108255,MOHAMMADPUR MOHILA COLLEGE,NOORJAHAN ROAD,MOHAMMADPUR,01819297268,
92,DHAKA,MOHAMMADPUR,COLLEGE,MASTERS ,134571,NORTHERN COLLEGE BANGLADESH,1/2 ASADGATE ROAD,MOHAMMADPUR,01911333224,
93,DHAKA,MOHAMMADPUR,COLLEGE,HIGHER SECONDARY ,108256,PIONEER DEGREE COLLEGE DHAKA,15 WEST BASHBARI SATMOSQUE HOUSAING MD.PUR,MOHAMMADPUR,01511111180,
94,DHAKA,MOHAMMADPUR,COLLEGE,DEGREE (HONORS),136907,SHYAMOLY IDEAL COLLEGE,"14/26, SHAHJAHAN ROAD, TOWN HALL",MOHAMMADPUR,01711177030,
95,DHAKA,MOTIJHEEL,COLLEGE,HIGHER SECONDARY ,134570,DHAKA BIGYAN COLLEGE,260/3 MOTIJHEEL,SANTINAGAR,01553346493,
96,DHAKA,MOTIJHEEL,COLLEGE,DEGREE (PASS) ,108274,NOTRE DAME COLLEGE,"2,  ARAM BAGH",GPO BOX NO-5,01784900900,
97,DHAKA,MOTIJHEEL,COLLEGE,DEGREE (HONORS),108585,T & T COLLEGE,MOTIJHEEL,GPO,01756630132,
98,DHAKA,MUGDA PARA,COLLEGE,HIGHER SECONDARY ,136874,ASIAN IDEAL COLLEGE,"100,NORTH MUGDA",BASABO,01711143266,
99,DHAKA,MUGDA PARA,COLLEGE,HIGHER SECONDARY ,134579,MOHANAGAR IDEAL COLLEGE,44 UTTAR MUGDA,SABUJBAGH,01556630325,
100,DHAKA,NEW MARKET,COLLEGE,MASTERS ,107977,DHAKA COLLEGE,MIRPUR ROAD,NEWMARKET,01556304247,
101,DHAKA,NEW MARKET,COLLEGE,HIGHER SECONDARY ,135247,DHAKA GOLDEN COLLEGE ,"28 MIRPUR ROAD (NEW MARKET), DHAKA-1205",NEWMARKET,01912668733,
102,DHAKA,NEW MARKET,COLLEGE,HIGHER SECONDARY ,134594,WESTERN COLLEGE,"255/A ,ELEPHANT ROAD",NEWMARKET,01938886404,
103,DHAKA,NEW MARKET,COLLEGE,HIGHER SECONDARY ,133854,WIBT COLLEGE,"252/2D,WEST KATASUR,MOHAMMADPUR,DHAKA.",MOHAMMADPUR,01711305543,
104,DHAKA,PALLABI,COLLEGE,HIGHER SECONDARY ,134634,BELAL AHMED COLLEGE,"SECTION-10,BLOCK-A,ROAD-6,PALLABI",MIRPUR,01715123403,
105,DHAKA,PALLABI,COLLEGE,DEGREE (HONORS),108211,GOVT. BANGABANDHU COLLEGE,"SHAHIDBAG, MIRPUR CERAMIC ROAD",MIRPUR-2,01715008652,
106,DHAKA,PALLABI,COLLEGE,HIGHER SECONDARY ,131878,HARUN MOLLAH COLLEGE,"5/12 PALLABI,DHAKA-1216.",PALLABI,01816341270,
107,DHAKA,PALLABI,COLLEGE,DEGREE (HONORS),108334,SHAHEED ZIA MOHILA COLLEGE,"PRA/1, RUPNAGAR",MIRPUR,01686618592,
108,DHAKA,PALTAN,COLLEGE,HIGHER SECONDARY ,135215,PREMIER COLLEGE,39 BIJOYNAGAR,SHANTINAGAR,01819211803,
109,DHAKA,PALTAN,COLLEGE,HIGHER SECONDARY ,108276,PURANA PALTAN GIRLS COLLEGE,"3/5, PURANA PALTAN, DHAKA-1000",GPO,01715084858,
110,DHAKA,RAMNA,COLLEGE,MASTERS ,108351,HABIBULLAH BAHAR COLLEGE,"8/8/A, NAORATAN COLONEY",DHAKA,01550400076,
111,DHAKA,RAMNA,COLLEGE,MASTERS ,108353,SIDDHESWARI DEGREE COLLEGE,25 SHAHID SANGBADIK SELINA PARVEEN SARAK,SANTI NAGAR,01711344848,
112,DHAKA,RAMNA,COLLEGE,MASTERS ,108352,SIDDHESWARI GIRLS' COLLEGE,148 NEW BAILY ROAD,GPO,28313310,
113,DHAKA,RAMPURA,COLLEGE,HIGHER SECONDARY ,133975,FUTURE COMMERCE COLLEGE,"106/B, KHILGAONCHOWDHURYPARA",KHILGAON,01836190168,
114,DHAKA,RAMPURA,COLLEGE,HIGHER SECONDARY ,136865,LIBERTY COLLEGE,"HOUSE-45, ROAD-1, BLOCK-E, BANASREE",BANASREE,01755509469,
115,DHAKA,SABUJBAGH,COLLEGE,HIGHER SECONDARY ,130930,CENTRAL IDEAL COLLEGE,"50/1, DAKHIN BASHABOO",BASHABO,01835404751,
116,DHAKA,RUPNAGAR,COLLEGE,DEGREE (PASS) ,108335,PALLABI DEGREE COLLEGE,"PLOT NO. 1/1, ROAD NO 5, SECTION-8",MIRPUR,01760744796,
117,DHAKA,RUPNAGAR,COLLEGE,HIGHER SECONDARY ,108216,RAJDHANI MOHILA COLLEGE,"18 RUPNAGAR R/A, PALLABI, MIRPUR",MIRPUR-1216,01819298294,
118,DHAKA,SAVAR,COLLEGE,HIGHER SECONDARY ,136876,MAESTRO CROWN COLLEGE,"HOLDING NO. A-128/3 ,VATPARA",BPATC,01929577400,
119,DHAKA,SHAHJAHANPUR,COLLEGE,MASTERS ,108272,ABUDHARR GHIFARI COLLEGE,192/1 MALIBAG BAZAR ROAD,SHANTINAGAR,01552329777,
120,DHAKA,SHAHJAHANPUR,COLLEGE,HIGHER SECONDARY ,108586,DHAKA CITY INTERNATIONAL COLLEGE,48 SANTI BAG,SHANTINAGAR,01926999523,
121,DHAKA,SHAHJAHANPUR,COLLEGE,HIGHER SECONDARY ,137719,DHAKA OXFORD INTERNATIONAL COLLEGE,244 MALIBAGH,SHANTINAGAR,01552440709,
122,DHAKA,SHAHJAHANPUR,COLLEGE,MASTERS ,108275,MIRZA ABBAS MOHILA  COLLEGE,"83/1,DAKHIN SHAJAHAN PUR DHAKA -1217",SHANTINAGAR,01712643469,
123,DHAKA,SHAH ALI,COLLEGE,MASTERS ,108207,DHAKA COMMERCE COLLEGE,DHAKA COMMERCE COLLEGE ROAD,"MIRPUR, DHAKA-1216",9023338,
124,DHAKA,SHAH ALI,COLLEGE,HIGHER SECONDARY ,108208,DHAKA MODERN COLLEGE,185 DOKKIN BISIL,MIRPUR,01557371608,
125,DHAKA,SHAH ALI,COLLEGE,MASTERS ,108210,GOVT. BANGLA COLLEGE,DARUS SALAM ROAD,MIRPUR TWO,01711978103,
126,DHAKA,SHAH ALI,COLLEGE,DEGREE (HONORS),108209,HAZRAT SHAH ALI MOHILA DEGREE COLLEGE,1/ K UTTAR BISHIL,D B SHARIF,01758075802,
127,DHAKA,SHAH ALI,COLLEGE,HIGHER SECONDARY ,137677,PRIME SCHOLARS COLLEGE,"2 A/1, UTTARPURBO DARUS SALAM ROAD",MIRPUR-1,01620123330,
128,DHAKA,SHER-E-BANGLA NAGAR,COLLEGE,HIGHER SECONDARY ,134576,BIKALPA MODEL COLLEGE,82/KHA INDIRA ROAD,FARMGATE,01711240556,
129,DHAKA,SHER-E-BANGLA NAGAR,COLLEGE,HIGHER SECONDARY ,108253,DHAKA ORIENTAL COLELGE,"25,INDIRA ROAD,",KHAMAR BARI,01713531585,
130,DHAKA,SHER-E-BANGLA NAGAR,COLLEGE,MASTERS ,108250,NEW MODEL DEGREE COLLEGE,1/KH SUKRABAD,MOHAMMADPUR,01732939720,
131,DHAKA,SHER-E-BANGLA NAGAR,COLLEGE,DEGREE (PASS) ,108534,SHER-E-BANGLA NAGAR ADARSHA MOHILA MOHABIDYALAYA,SHER-E-BANGLA NAGAR,MOHAMMADPUR,01552461406,
132,DHAKA,SHER-E-BANGLA NAGAR,COLLEGE,MASTERS ,108533,TEJGAON  COLLEGE,"16,  INDIRA  ROAD",TEJGOAN,01798144072,
133,DHAKA,SUTRAPUR,COLLEGE,HIGHER SECONDARY ,131901,BANGLADESH COMMERCE COLLEGE,"566,C",KHILGAON,01711050432,
134,DHAKA,SUTRAPUR,COLLEGE,HIGHER SECONDARY ,137718,CITY INTERNATIONAL COLLEGE,"HOUSE-51 SHARAT GUPTA ROAD, NARINDA",GANDARIA,01619000855,
135,DHAKA,SUTRAPUR,COLLEGE,MASTERS ,108509,DHAKA MOHANAGAR MOHILA COLLEGE,22,LAKSHMI BAZAR,01552416132,
136,DHAKA,SUTRAPUR,COLLEGE,MASTERS ,108508,GOVT. SHAHID SOHRAWARDI COLLEGE,LUXMI BAZAR,LUXMI BAZAR,9590400,
137,DHAKA,SUTRAPUR,COLLEGE,MASTERS ,108507,KABI NAZRUL GOVT.COLLEGE,1 NO. MIUNISIPALITY STATE,DHAKA SADAR,01914254808,
138,DHAKA,TEJGAON,COLLEGE,HIGHER SECONDARY ,137670,DHAKA INDEPENDENT COLLEGE,"51/A, EAST TEJTORY BAZAR",TEJGAON,01768385949,
139,DHAKA,TEJGAON,COLLEGE,DEGREE (PASS) ,108535,"GOVT. SCIENCE  COLLEGE,DHAKA",34/B  PURATON  MOYMANSINGH,TEJGAON,9113062,
140,DHAKA,TEJGAON,COLLEGE,HIGHER SECONDARY ,131962,HOLY CROSS COLLEGE,TEJKUNY PARA,TEJGAON,,
141,DHAKA,TEJGAON,COLLEGE,HIGHER SECONDARY ,134207,IDEAL COMMERCE COLLEGE,"81, GREEN ROAD",NEWMARKET,01912130388,
142,DHAKA,TEJGAON,COLLEGE,DEGREE (HONORS),108536,TEGAON MOHILA COLLAGE," 76, EAST TEJTURI BAZAR",TEJGAON,01711457464,
143,DHAKA,TEJGAON IND. AREA,COLLEGE,HIGHER SECONDARY ,137676,DHAKA IDEAL COLLEGE TEJGAON,"237/A, EAST NAKHALPARA, TEJGAON, DHAKA-1215",NAKHALPARA,01552449644,
144,DHAKA,TURAG,COLLEGE,HIGHER SECONDARY ,136942,AMZAD IDEAL COLLEGE,"HOUSE-73, ROAD-01, FULBARIA",NISHATHNAGAR,01924981861,
145,DHAKA,TURAG,COLLEGE,MASTERS ,108563,DHAKA WOMEN COLLEGE,"H # 20, R # 27, S # 07, UTTARA, DHAKA-1230.",UTTARA,01550400094,
146,DHAKA,UTTARA  PASCHIM,COLLEGE,HIGHER SECONDARY ,136675,AMERICAN COLLEGE,"HOUSE-44,ROAD-SONARGAON JANAPAD,SECTOR-9",UTTARA,01712229329,
147,DHAKA,UTTARA  PASCHIM,COLLEGE,HIGHER SECONDARY ,136315,DHAKA CENTRAL COLLEGE,"HOUSE-19, ROAD-8,SECTOR-7, UTTARA",UTTARA,01715296358,
148,DHAKA,UTTARA  PASCHIM,COLLEGE,HIGHER SECONDARY ,137680,MOAZZEM HOSSAIN IDEAL COLLEGE,"HOUSE-16, ROAD-26, SECTOR-07",UTTARA,01817505806,
149,DHAKA,UTTARA  PASCHIM,COLLEGE,HIGHER SECONDARY ,132047,OASIS INTERRMEDIATE COLLAGE,"HOUHSE,12",UTTARA,01911398716,
150,DHAKA,UTTARA  PASCHIM,COLLEGE,HIGHER SECONDARY ,137717,STAMFORD COLLEGE UTTARA,"HOUSE-50, ROAD-17",UTTARA,01818247213,
151,DHAKA,UTTARA  PASCHIM,COLLEGE,HIGHER SECONDARY ,134006,UTTARA CITY COLLEGE,"HOUSE-08, ROAD-10, SECTOR-09",UTTARA MODEL TOWN,01841638519,
